#,trigger,text
1,,( ᵅั ᴈ ᵅั;)～♬
2,有能,えへへ (ﾉ≧ڡ≦)
3,賢い,まあね ˉ̞̭ ( ›◡ु‹ ) ˄̻ ̊
4,かしこい,まあね ˉ̞̭ ( ›◡ु‹ ) ˄̻ ̊
5,すごい,知ってた
6,おい,はいっ w|;ﾟﾛﾟ|w ...何でしょうか？
7,ねえ,はいっ w|;ﾟﾛﾟ|w ...何でしょうか？
8,あのさ,はいっ w|;ﾟﾛﾟ|w ...何でしょうか？
9,HuaLong,HuaLongは神
10,hualong,HuaLongは神
11,世界大会,ルービックキューブ世界大会に行きまぁす
12,思います,なるほど～♬
13,思う,なるほど～♬
14,思いました,なるほど～♬
15,思った,なるほど～♬
16,では？,なるほど～♬
17,どう？,なるほど～♬
18,どうですか,なるほど～♬
19,どうでしょう,なるほど～♬
20,せやな,せやろか？
21,せやね,せやろか？
